accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
0.99612,0.443066,3,7,0,-12.1648
0.650706,0.395206,2,3,0,-13.6698
0.782545,0.390261,3,7,0,-12.1363
0.85237,0.406664,2,3,0,-12.4888
0.683994,0.37226,2,3,0,-12.738
0.998746,0.434084,3,7,0,-11.909
0.829384,0.444338,3,7,0,-12.412
0.979754,0.510453,3,7,0,-12.8445
0.395197,0.374474,2,3,0,-12.8445
1,0.436885,2,3,0,-11.7669
1,0.509582,3,7,0,-11.7093
0.332527,0.356573,2,3,0,-11.7093
0.713171,0.333974,2,3,0,-11.7093
0.763127,0.325009,2,3,0,-13.1675
1,0.379001,1,1,0,-12.7975
0.958848,0.428205,3,7,0,-14.363
0.904705,0.464151,3,7,0,-14.8726
0.894617,0.499203,3,7,0,-12.3184
0.759676,0.484433,2,3,0,-11.7024
0.971001,0.552114,2,3,0,-11.6452
0.95705,0.622495,2,3,0,-11.9527
0.225712,0.402614,3,7,0,-12.8778
1,0.469006,3,7,0,-13.1372
0.559031,0.390931,2,3,0,-13.1372
1,0.455306,2,3,0,-12.3609
1,0.530165,2,3,0,-12.4717
0.657258,0.476161,2,3,0,-12.6987
0.900284,0.51404,2,3,0,-12.7467
0.837529,0.529165,3,7,0,-13.0995
1,0.615833,2,3,0,-13.4695
0.871047,0.650086,3,7,0,-12.0146
0.483304,0.512196,1,1,0,-12.0146
0.982222,0.587973,2,3,0,-12.5276
0.0979274,0.346693,2,3,0,-12.5276
0.997643,0.402663,3,7,0,-11.7156
0.933433,0.445526,3,7,0,-12.0503
1,0.518167,1,1,0,-11.6958
0.825802,0.528635,3,7,0,-12.2318
0.82414,0.538626,3,7,0,-12.9261
0.59645,0.462643,2,3,0,-12.267
0.993176,0.535087,3,5,0,-11.5791
0.548245,0.443403,1,1,0,-12.6032
0.976988,0.50657,3,7,0,-12.8791
0.954529,0.568991,2,3,0,-12.6071
0.277077,0.385138,3,7,0,-13.4881
1,0.447551,4,11,0,-12.0886
0.949873,0.500876,3,5,0,-11.823
0.797235,0.500163,3,7,0,-13.5049
0.891283,0.535714,3,7,0,-12.6894
1,0.622125,3,7,0,-11.6943
0.698267,0.577039,3,7,0,-12.0208
0.993864,0.666892,2,3,0,-11.6812
0.453921,0.515867,2,3,0,-12.6714
1,0.598844,2,3,0,-11.9339
0.605524,0.518618,1,1,0,-12.8508
0.713753,0.486776,3,7,0,-12.3381
1,0.564922,1,1,0,-11.9169
0.752679,0.545762,2,3,0,-11.9851
0.119306,0.329945,2,3,0,-13.2558
0.897776,0.355014,3,7,0,-12.5694
1,0.411928,4,11,0,-11.6373
0.891627,0.441106,3,7,0,-12.0816
0.679372,0.403814,3,7,0,-12.8065
0.974002,0.45947,3,7,0,-13.0728
1,0.532819,2,3,0,-12.6196
0.995438,0.61568,3,7,0,-11.7334
0.454125,0.477514,1,1,0,-12.9848
1,0.553562,2,3,0,-13.2948
1,0.641592,2,3,0,-12.7377
1,0.743474,1,1,0,-11.9211
0.675853,0.678945,3,5,0,-11.9211
0.58792,0.581352,2,3,0,-13.3799
0.935014,0.642174,3,7,0,-13.3401
0.661954,0.580658,2,3,0,-18.1691
1,0.672575,2,3,0,-14.8087
0.502733,0.541325,2,3,0,-12.9397
0.882727,0.575402,2,3,0,-13.0984
0.810063,0.579949,2,3,0,-13.764
0.00505152,0.324718,3,7,0,-18.3388
0.824475,0.330867,3,7,0,-14.0591
0.956839,0.371287,2,3,0,-13.8739
1,0.429893,2,3,0,-14.5697
0.869983,0.452692,3,7,0,-12.6771
1,0.523976,1,1,0,-11.7764
0.417275,0.396888,3,7,0,-13.6942
0.995862,0.457957,3,5,0,-11.5974
0.416837,0.346929,2,3,0,-11.5974
0.913252,0.376973,3,7,0,-12.1104
0.962537,0.424481,2,3,0,-11.9853
1,0.491059,3,7,0,-11.6603
0.731272,0.467494,2,3,0,-13.2821
0.968923,0.528651,2,3,0,-13.1015
0.959856,0.593804,2,3,0,-11.5715
0.686626,0.547336,2,3,0,-12.9163
1,0.632775,1,1,0,-11.7981
0.454512,0.493283,2,3,0,-13.5715
1,0.570215,2,3,0,-13.2396
1,0.659021,1,1,0,-11.6617
0.719627,0.622191,2,3,0,-11.6617
0.673068,0.568091,2,3,0,-12.6433
1,0.656382,3,5,0,-12.2104
0.726687,0.622925,1,1,0,-12.2104
1,0.71956,2,3,0,-11.9534
0.431243,0.552303,1,1,0,-11.9534
0.900172,0.593796,3,7,0,-11.7116
0.980422,0.676178,2,3,0,-11.7514
0.874912,0.71377,2,3,0,-12.1956
0.592929,0.615571,2,3,0,-12.4176
0.0894733,0.370269,3,5,0,-13.902
0.998999,0.427268,1,1,0,-14.1409
1,0.493304,2,3,0,-13.9426
1,0.569441,3,7,0,-13.2339
0.948637,0.633536,3,5,0,-12.068
1,0.731066,3,5,0,-11.6578
0.0390079,0.424969,3,7,0,-11.6578
0.9982,0.489798,3,7,0,-11.7035
0.419307,0.373671,2,3,0,-11.7035
0.988336,0.427618,3,7,0,-11.7987
0.940127,0.47277,3,7,0,-12.2405
0.968157,0.533145,2,3,0,-12.3834
0.914037,0.578459,2,3,0,-14.3491
0.799859,0.578682,2,3,0,-14.5996
1,0.667262,1,1,0,-13.7866
0.341412,0.482179,2,3,0,-16.9834
0.988903,0.551594,3,7,0,-16.8236
1,0.635874,1,1,0,-14.3675
1,0.732902,3,7,0,-12.5825
0.767298,0.716379,2,3,0,-13.8226
0.511116,0.584234,2,3,0,-11.7399
0.861463,0.610456,2,3,0,-12.0864
1,0.703373,2,3,0,-12.0427
1,0.810289,1,1,0,-11.7088
0.00535731,0.462759,2,3,0,-11.7088
0.856914,0.481998,4,15,0,-11.7088
0.984447,0.549197,3,5,0,-11.8303
0.993685,0.629747,2,3,0,-11.6375
0.0277405,0.365924,2,3,0,-11.6375
0.995243,0.420086,2,3,0,-11.7103
0.871249,0.441951,3,5,0,-13.5788
0.956269,0.493527,2,3,0,-13.6557
0.836421,0.506594,2,3,0,-12.383
0.783825,0.501158,2,3,0,-12.383
0.975999,0.567278,3,7,0,-11.8951
1,0.652908,1,1,0,-11.7484
0.328881,0.469661,3,7,0,-11.7484
0.914056,0.50898,2,3,0,-12.3196
0.821036,0.516806,1,1,0,-12.9409
1,0.594646,1,1,0,-12.1028
0.994096,0.681279,2,3,0,-11.9182
1,0.783626,1,1,0,-11.5778
0.00489879,0.450164,3,7,0,-11.5778
0.945491,0.498525,3,5,0,-11.7499
0.699041,0.464925,2,3,0,-12.7883
1,0.534712,2,3,0,-11.6222
0.730037,0.509566,3,7,0,-13.0103
0.992886,0.583029,3,7,0,-12.1359
0.767296,0.570189,2,3,0,-14.1859
0.865367,0.596956,3,7,0,-12.4824
1,0.686167,2,3,0,-11.7603
0.661494,0.623529,2,3,0,-11.7603
1,0.716571,1,1,0,-11.7408
0.129919,0.450567,1,1,0,-11.7408
0.782469,0.445403,3,7,0,-12.9485
1,0.51184,3,7,0,-12.4478
0.913148,0.553802,3,7,0,-13.4881
0.7484,0.534657,2,3,0,-12.467
1,0.614187,2,3,0,-12.0598
0.279794,0.429044,2,3,0,-11.7697
0.980488,0.486256,3,7,0,-12.0432
0.809535,0.489739,1,1,0,-12.5239
0.982335,0.555624,2,3,0,-12.0785
0.880579,0.587617,4,11,0,-12.1155
0.981407,0.666073,3,7,0,-12.2812
0.615557,0.586915,3,7,0,-13.0388
1,0.673737,3,5,0,-12.0566
0.979469,0.762444,3,7,0,-12.4229
0.216205,0.510758,1,1,0,-12.4229
0.940758,0.562861,2,3,0,-12.1061
0.922771,0.612602,2,3,0,-12.2013
0.417487,0.471494,3,7,0,-12.2319
0.997244,0.540027,2,3,0,-12.1321
0.280016,0.37844,2,3,0,-15.3156
0.996554,0.433229,3,7,0,-13.8623
0.972154,0.487665,2,3,0,-12.6721
0.409006,0.3735,3,7,0,-14.7459
1,0.428483,4,11,0,-21.3211
1,0.491481,3,7,0,-23.2626
1,0.563651,3,7,0,-20.7388
0.926293,0.614632,3,7,0,-18.5496
1,0.704682,3,7,0,-15.2011
0.511586,0.579186,2,3,0,-12.8863
0.9035,0.621744,3,5,0,-12.4498
0.465714,0.495464,2,3,0,-12.1279
1,0.567945,1,1,0,-11.9641
1,0.650926,2,3,0,-12.213
0.00109426,0.378481,2,3,0,-12.213
0.916411,0.409883,3,7,0,-12.3552
0.993848,0.467791,3,7,0,-12.6999
0.405315,0.358161,2,3,0,-12.6999
1,0.410439,1,1,0,-12.2879
0.894035,0.437707,2,3,0,-12.0697
0.957614,0.487276,2,3,0,-12.7622
0.966295,0.545587,2,3,0,-12.6474
0.199913,0.36381,2,3,0,-12.6474
0.907581,0.391516,4,11,0,-12.1282
0.959911,0.436452,2,3,0,-12.5284
0.643278,0.392879,2,3,0,-12.9962
0.977,0.442993,2,3,0,-12.5133
1,0.507235,2,3,0,-12.1303
0.979056,0.572567,3,7,0,-12.9747
0.906227,0.615297,1,1,0,-13.5386
1,0.704232,3,5,0,-12.556
0.347508,0.519607,1,1,0,-12.556
0.763164,0.507149,2,3,0,-12.0737
0.54929,0.428749,3,7,0,-13.2741
0.968312,0.48034,1,1,0,-13.3459
0.579648,0.414532,2,3,0,-13.2203
1,0.474337,1,1,0,-13.0192
0.925028,0.516088,2,3,0,-15.7835
0.877973,0.544035,2,3,0,-14.9445
1,0.622287,1,1,0,-14.2056
1,0.711687,2,3,0,-13.4788
1,0.813808,3,7,0,-13.3853
0.00534402,0.478545,2,3,0,-13.3853
1,0.547251,3,5,0,-12.4211
0.673414,0.503127,1,1,0,-13.9641
1,0.57526,3,5,0,-13.5766
1,0.657637,3,7,0,-15.1189
0.996644,0.750018,2,3,0,-12.8498
1,0.857166,1,1,0,-12.2278
0.120341,0.545262,1,1,0,-12.2278
0.510849,0.45002,1,1,0,-12.2278
0.988647,0.510471,3,7,0,-14.1659
0.676555,0.470486,2,3,0,-13.3718
0.907599,0.505625,2,3,0,-12.7768
0.838722,0.519054,2,3,0,-11.7971
0.9932,0.590349,3,7,0,-11.7883
0.954484,0.654322,3,7,0,-12.2611
0.564403,0.559904,1,1,0,-13.7405
0.691557,0.521314,1,1,0,-15.8287
1,0.595426,3,7,0,-17.4992
0.628183,0.531639,3,7,0,-11.9787
0.715848,0.503088,1,1,0,-11.9787
0.982905,0.568038,2,3,0,-12.0467
0.0782954,0.35274,2,3,0,-14.6107
1,0.402826,2,3,0,-12.4883
0.783371,0.398675,1,1,0,-12.4883
0.994253,0.453464,2,3,0,-11.5995
0.60058,0.397813,3,7,0,-13.6517
0.963303,0.443287,2,3,0,-12.5696
0.994476,0.504146,2,3,0,-11.6144
0.52016,0.419536,3,7,0,-11.6144
0.984064,0.473825,2,3,0,-11.7697
0.955807,0.525218,3,5,0,-11.5866
0.994146,0.596975,2,3,0,-11.6255
0.543711,0.504683,3,7,0,-13.3246
0.98977,0.571922,3,7,0,-13.5381
0.72609,0.545078,2,3,0,-11.7899
0.726648,0.51971,2,3,0,-11.8995
0.999495,0.592588,3,7,0,-11.9651
0.800594,0.593056,2,3,0,-12.2788
0.478213,0.480585,3,7,0,-11.7719
0.847909,0.496144,3,7,0,-11.7719
0.346742,0.369044,2,3,0,-13.6086
1,0.420861,4,15,0,-16.5086
1,0.479887,4,15,0,-14.8889
0.964207,0.534476,3,7,0,-15.1322
0.9647,0.595397,2,3,0,-14.8308
0.579274,0.515762,3,7,0,-12.3499
0.87535,0.541985,2,3,0,-12.3488
0.581294,0.470207,2,3,0,-14.5209
1,0.535897,3,7,0,-13.7594
1,0.61068,2,3,0,-12.8166
0.680804,0.565329,2,3,0,-13.6758
1,0.644111,1,1,0,-11.7188
0.559878,0.55124,3,5,0,-13.196
0.513771,0.457917,2,3,0,-12.6579
0.999231,0.52142,3,7,0,-12.6823
0.676225,0.481403,1,1,0,-12.6823
1,0.548347,2,3,0,-13.1172
1,0.624514,2,3,0,-12.4338
0.823329,0.634255,3,7,0,-13.3446
0.963531,0.705348,2,3,0,-11.8279
0.0365104,0.43048,2,3,0,-11.8279
0.647213,0.39019,3,7,0,-12.1794
0.994532,0.442748,2,3,0,-11.8862
0.917864,0.478042,2,3,0,-11.6007
